"","region_id","zone","area","status","year"
"443",1,"Offshore",181.891318821236,0,2020
"444",1,"No take zone",35.89160134,0.5,2020
"445",1,"Rest of lagoon",35.89160134,0.75,2020
"446",1,"Aie",0.009775186488655,1,2020
"447",1,"Aie",0.023277683208063,1,2020
"448",1,"Ahuroa",0.046627710105536,1,2020
"449",1,"Hiraanae",0.353004842003619,1,2014
"450",1,"Horoatera",0.870078933438646,1,2014
"451",1,"Hiraanae",0.001100493961161,1,2014
"452",1,"Honuea",0.29743536186033,1,2014
"453",1,"Onetahi",0.751000573862474,1,2014
"454",1,"Reiono",0.232100155542133,1,2014
"455",1,"Rimatuu",0.903521034107308,1,2014
"456",1,"Tahuna Rahi",0.076107024461502,1,2014
"457",1,"Tahuna Iti",0.009172773697991,1,2014
"458",1,"Tauvine",0.079748509665234,1,2014
"459",1,"Tiaraunu",1.70884833766718,1,2014
"460",1,"Offshore",181.891318821236,0,2014
"461",1,"No take zone",35.89160134,0.5,2014
"462",1,"Rest of lagoon",35.89160134,0.75,2014
"463",1,"Aie",0.009775186488655,1,2014
"464",1,"Aie",0.023277683208063,1,2014
"465",1,"Ahuroa",0.046627710105536,1,2015
"466",1,"Hiraanae",0.353004842003619,1,2015
"467",1,"Horoatera",0.870078933438646,1,2015
"468",1,"Hiraanae",0.001100493961161,1,2015
"469",1,"Honuea",0.29743536186033,1,2015
"470",1,"Onetahi",0.751000573862474,1,2015
"471",1,"Reiono",0.232100155542133,1,2015
"472",1,"Rimatuu",0.903521034107308,1,2015
"473",1,"Tahuna Rahi",0.076107024461502,1,2015
"474",1,"Tahuna Iti",0.009172773697991,1,2015
"475",1,"Tauvine",0.079748509665234,1,2015
"476",1,"Tiaraunu",1.70884833766718,1,2015
"477",1,"Offshore",181.891318821236,0,2015
"478",1,"No take zone",35.89160134,0.5,2015
"479",1,"Rest of lagoon",35.89160134,0.75,2015
"480",1,"Aie",0.009775186488655,1,2015
"481",1,"Aie",0.023277683208063,1,2016
